ID Obat;Nama Obat;Jenis Obat;Bentuk Obat;Kategori Obat;Dosis;Harga;Tanggal Expired;Jumlah Stok;Permintaan Bulanan;Waktu Reorder (hari);Jumlah Reorder;Penjualan
510;Amlodipine;Antibiotik;Injeksi;Tradisional;250 mg;15000;2025-07-06;300;10;30;20;Tidak
511;Ibuprofen;Antipiretik;Injeksi;Tradisional;250 mg;20000;2025-04-25;30;20;15;50;Ya
512;Lisinopril;Antiinflamasi;Injeksi;Herbal;50 mg;25000;2025-08-16;200;50;30;100;Ya
513;Omeprazole;Antipiretik;Kapsul;Bebas;500 mg;15000;2025-11-19;50;15;15;20;Tidak
514;Amoxicillin;Antibiotik;Injeksi;Bebas;5 mg;20000;2025-01-18;50;15;45;500;Tidak
515;Simvastatin;Antihipertensi;Sirup;Resep;50 mg;20000;2025-07-20;10;15;7;200;Ya
516;Paracetamol;Antihipertensi;Injeksi;Resep;500 mg;10000;2025-09-17;500;15;45;300;Tidak
517;Amoxicillin;Antibiotik;Sirup;Tradisional;500 mg;20000;2026-05-30;100;30;7;500;Tidak
518;Ibuprofen;Antihipertensi;Salep;Resep;100 mg;15000;2025-11-28;500;30;45;10;Tidak
519;Simvastatin;Antiinflamasi;Salep;Tradisional;500 mg;10000;2025-01-18;20;10;30;500;Ya
520;Ibuprofen;Antiinflamasi;Injeksi;Resep;50 mg;25000;2026-02-26;50;50;30;300;Ya
521;Simvastatin;Antihipertensi;Tablet;Resep;10 mg;20000;2025-06-10;300;50;45;50;Tidak
522;Amlodipine;Antihipertensi;Tablet;Resep;250 mg;15000;2025-03-12;30;50;15;10;Tidak
523;Amoxicillin;Antiinflamasi;Tablet;Herbal;500 mg;15000;2024-08-26;200;50;45;50;Ya
524;Ciprofloxacin;Antihipertensi;Sirup;Herbal;100 mg;20000;2026-06-04;50;50;45;500;Tidak
525;Amoxicillin;Analgesik;Sirup;Bebas;5 mg;15000;2026-03-15;200;15;45;200;Tidak
526;Lisinopril;Antipiretik;Sirup;Resep;100 mg;25000;2025-06-29;10;20;30;10;Tidak
527;Simvastatin;Antibiotik;Salep;Bebas;250 mg;20000;2026-07-06;10;5;45;20;Tidak
528;Metformin;Analgesik;Salep;Tradisional;500 mg;15000;2025-12-28;100;5;45;50;Ya
529;Amlodipine;Antipiretik;Sirup;Bebas;250 mg;25000;2024-08-07;50;20;15;50;Ya
530;Amlodipine;Antihipertensi;Salep;Bebas;5 mg;25000;2025-06-15;30;15;45;300;Ya
531;Metformin;Antipiretik;Tablet;Herbal;100 mg;5000;2025-04-10;100;15;7;200;Ya
532;Paracetamol;Antihipertensi;Kapsul;Bebas;250 mg;10000;2026-02-09;10;30;7;100;Tidak
533;Amlodipine;Antipiretik;Injeksi;Bebas;250 mg;5000;2026-06-14;50;20;7;10;Tidak
534;Ibuprofen;Antipiretik;Salep;Herbal;250 mg;5000;2025-07-15;200;20;15;50;Ya
535;Lisinopril;Antipiretik;Tablet;Bebas;100 mg;25000;2025-02-24;200;10;15;500;Tidak
536;Paracetamol;Antiinflamasi;Sirup;Bebas;5 mg;10000;2025-06-10;200;10;15;30;Ya
537;Ibuprofen;Antipiretik;Kapsul;Herbal;250 mg;15000;2025-07-22;20;20;30;20;Tidak
538;Ciprofloxacin;Analgesik;Salep;Resep;5 mg;20000;2024-11-19;30;5;45;50;Ya
539;Simvastatin;Analgesik;Sirup;Herbal;5 mg;15000;2025-05-17;300;10;15;50;Tidak
540;Omeprazole;Antibiotik;Kapsul;Tradisional;100 mg;25000;2024-09-18;20;20;30;500;Tidak
541;Atorvastatin;Antiinflamasi;Sirup;Bebas;5 mg;5000;2024-08-09;500;20;45;50;Ya
542;Ibuprofen;Antipiretik;Tablet;Resep;500 mg;10000;2026-06-18;500;50;45;200;Ya
543;Amoxicillin;Antibiotik;Kapsul;Bebas;500 mg;15000;2025-12-30;50;15;30;30;Ya
544;Paracetamol;Analgesik;Kapsul;Bebas;5 mg;5000;2026-01-21;50;15;30;10;Tidak
545;Amoxicillin;Antibiotik;Sirup;Bebas;250 mg;25000;2025-05-30;300;30;45;100;Tidak
546;Ibuprofen;Antihipertensi;Injeksi;Bebas;250 mg;15000;2024-11-25;500;50;7;20;Ya
547;Omeprazole;Analgesik;Injeksi;Bebas;250 mg;25000;2026-04-03;100;20;45;300;Ya
548;Paracetamol;Analgesik;Tablet;Resep;50 mg;10000;2025-02-16;30;15;30;50;Tidak
549;Omeprazole;Antipiretik;Injeksi;Tradisional;250 mg;10000;2025-02-03;50;5;30;50;Ya
550;Lisinopril;Antihipertensi;Injeksi;Tradisional;5 mg;25000;2025-06-29;20;5;30;200;Tidak
551;Ibuprofen;Antiinflamasi;Tablet;Tradisional;50 mg;10000;2024-12-09;30;15;45;30;Ya
552;Simvastatin;Antiinflamasi;Injeksi;Resep;250 mg;20000;2025-03-30;50;30;7;300;Ya
553;Simvastatin;Antiinflamasi;Injeksi;Resep;50 mg;10000;2024-12-22;100;20;45;100;Tidak
554;Ibuprofen;Antibiotik;Kapsul;Herbal;5 mg;20000;2026-05-04;300;50;15;50;Tidak
555;Simvastatin;Antihipertensi;Injeksi;Resep;100 mg;15000;2026-05-23;300;15;45;500;Ya
556;Simvastatin;Antibiotik;Kapsul;Herbal;250 mg;25000;2024-08-23;50;15;45;500;Tidak
557;Ciprofloxacin;Antibiotik;Sirup;Resep;50 mg;5000;2025-07-01;200;30;15;10;Ya
558;Metformin;Antiinflamasi;Tablet;Resep;100 mg;10000;2025-10-05;100;15;45;500;Tidak
559;Omeprazole;Antibiotik;Tablet;Bebas;10 mg;20000;2025-08-21;500;20;7;30;Ya
560;Paracetamol;Antihipertensi;Salep;Herbal;50 mg;10000;2025-12-26;20;30;15;30;Tidak
561;Simvastatin;Antibiotik;Kapsul;Tradisional;250 mg;5000;2024-11-24;20;5;7;50;Ya
562;Lisinopril;Antipiretik;Kapsul;Tradisional;100 mg;10000;2026-04-30;500;5;15;500;Ya
563;Lisinopril;Antiinflamasi;Kapsul;Resep;10 mg;5000;2026-04-16;500;5;15;500;Tidak
564;Ciprofloxacin;Antibiotik;Salep;Herbal;250 mg;10000;2025-02-24;10;10;15;300;Tidak
565;Paracetamol;Antihipertensi;Kapsul;Herbal;100 mg;10000;2026-03-31;30;15;15;500;Ya
566;Paracetamol;Antibiotik;Kapsul;Tradisional;10 mg;5000;2026-07-11;100;5;30;50;Tidak
567;Ibuprofen;Antihipertensi;Salep;Bebas;10 mg;15000;2025-10-03;100;30;30;50;Ya
568;Ibuprofen;Antihipertensi;Salep;Resep;5 mg;15000;2025-10-07;30;10;30;50;Ya
569;Amlodipine;Antipiretik;Kapsul;Bebas;5 mg;25000;2025-10-15;200;5;30;200;Tidak
570;Omeprazole;Antibiotik;Sirup;Herbal;100 mg;25000;2025-04-22;30;15;45;50;Ya
571;Atorvastatin;Analgesik;Kapsul;Resep;500 mg;5000;2025-08-15;10;10;15;200;Ya
572;Amlodipine;Antiinflamasi;Tablet;Resep;50 mg;15000;2025-10-11;500;50;30;200;Tidak
573;Metformin;Antiinflamasi;Sirup;Tradisional;10 mg;25000;2025-05-06;300;10;45;10;Ya
574;Simvastatin;Antipiretik;Injeksi;Bebas;10 mg;5000;2024-11-29;10;50;7;10;Tidak
575;Paracetamol;Antiinflamasi;Injeksi;Herbal;250 mg;10000;2025-11-06;500;20;30;200;Ya
576;Paracetamol;Analgesik;Salep;Tradisional;100 mg;10000;2024-11-18;300;20;7;200;Tidak
577;Ibuprofen;Analgesik;Sirup;Tradisional;500 mg;5000;2026-06-04;10;20;15;50;Tidak
578;Lisinopril;Antiinflamasi;Sirup;Resep;250 mg;15000;2024-12-25;100;15;30;500;Tidak
579;Ibuprofen;Antihipertensi;Tablet;Resep;10 mg;20000;2026-06-07;10;20;30;100;Tidak
580;Lisinopril;Antiinflamasi;Injeksi;Resep;500 mg;20000;2026-02-01;100;50;45;200;Ya
581;Ibuprofen;Antipiretik;Kapsul;Tradisional;500 mg;20000;2025-07-23;100;15;30;10;Tidak
582;Amoxicillin;Antipiretik;Salep;Herbal;250 mg;15000;2026-06-25;200;5;30;30;Tidak
583;Metformin;Antipiretik;Tablet;Resep;100 mg;10000;2026-03-19;50;20;7;30;Ya
584;Metformin;Antibiotik;Tablet;Resep;10 mg;20000;2025-10-21;300;30;15;500;Ya
585;Omeprazole;Antiinflamasi;Salep;Resep;500 mg;10000;2025-01-15;20;10;45;300;Tidak
586;Omeprazole;Antibiotik;Injeksi;Herbal;500 mg;5000;2025-06-13;500;30;30;20;Ya
587;Ciprofloxacin;Antihipertensi;Tablet;Herbal;50 mg;15000;2025-05-30;300;5;15;500;Ya
588;Paracetamol;Antibiotik;Sirup;Resep;50 mg;20000;2025-01-06;10;30;30;500;Ya
589;Amlodipine;Antihipertensi;Injeksi;Bebas;5 mg;10000;2025-01-23;200;5;15;10;Tidak
590;Lisinopril;Antipiretik;Salep;Resep;5 mg;5000;2025-07-21;30;30;7;50;Ya
591;Lisinopril;Antihipertensi;Salep;Bebas;5 mg;20000;2025-01-26;100;20;15;100;Ya
592;Atorvastatin;Antipiretik;Kapsul;Bebas;100 mg;10000;2025-01-12;200;50;45;50;Tidak
593;Ibuprofen;Antihipertensi;Tablet;Herbal;100 mg;20000;2024-09-27;30;30;30;100;Tidak
594;Amlodipine;Antibiotik;Injeksi;Herbal;50 mg;25000;2025-12-19;100;10;45;300;Ya
595;Ciprofloxacin;Antibiotik;Salep;Bebas;100 mg;10000;2026-03-28;50;10;45;300;Tidak
596;Ciprofloxacin;Antihipertensi;Tablet;Herbal;10 mg;20000;2024-12-13;500;50;15;20;Tidak
597;Amoxicillin;Antipiretik;Salep;Herbal;5 mg;20000;2024-11-25;200;5;30;200;Ya
598;Paracetamol;Antibiotik;Sirup;Resep;10 mg;10000;2025-09-10;50;5;45;500;Ya
599;Amoxicillin;Antihipertensi;Salep;Resep;250 mg;15000;2025-12-18;50;50;15;20;Ya
600;Ibuprofen;Antipiretik;Tablet;Resep;50 mg;20000;2026-05-07;200;30;30;30;Ya
601;Ciprofloxacin;Analgesik;Tablet;Resep;250 mg;5000;2025-07-16;100;50;45;500;Ya
602;Metformin;Antiinflamasi;Kapsul;Tradisional;50 mg;25000;2026-02-26;50;5;7;500;Tidak
603;Omeprazole;Antihipertensi;Sirup;Tradisional;5 mg;10000;2024-09-24;500;10;30;300;Ya
604;Metformin;Antibiotik;Kapsul;Herbal;10 mg;10000;2025-04-01;30;10;7;100;Ya
605;Lisinopril;Antipiretik;Salep;Herbal;250 mg;25000;2026-01-28;200;5;15;10;Ya
606;Amlodipine;Analgesik;Kapsul;Resep;100 mg;10000;2025-05-04;200;50;30;20;Ya
607;Ciprofloxacin;Antibiotik;Kapsul;Herbal;50 mg;15000;2026-03-22;200;15;7;50;Ya
608;Atorvastatin;Antibiotik;Salep;Tradisional;250 mg;20000;2026-05-15;200;30;45;200;Tidak
609;Amlodipine;Antihipertensi;Kapsul;Herbal;5 mg;20000;2024-10-09;500;20;7;10;Tidak
610;Atorvastatin;Antihipertensi;Injeksi;Tradisional;10 mg;10000;2025-12-08;10;50;7;300;Ya
611;Atorvastatin;Antihipertensi;Salep;Herbal;250 mg;5000;2024-12-26;10;30;15;30;Ya
612;Ibuprofen;Antiinflamasi;Sirup;Herbal;100 mg;25000;2025-11-30;500;5;7;20;Tidak
613;Amoxicillin;Antiinflamasi;Tablet;Bebas;10 mg;10000;2024-09-26;100;20;7;10;Ya
614;Paracetamol;Antipiretik;Kapsul;Tradisional;100 mg;20000;2024-08-29;500;30;15;30;Ya
615;Metformin;Antipiretik;Kapsul;Resep;10 mg;5000;2025-08-06;300;50;7;500;Tidak
616;Paracetamol;Antipiretik;Salep;Herbal;500 mg;15000;2024-08-30;10;15;45;300;Ya
617;Paracetamol;Analgesik;Salep;Resep;10 mg;20000;2025-12-16;100;15;15;100;Ya
618;Paracetamol;Analgesik;Salep;Resep;5 mg;25000;2024-09-13;100;20;45;30;Tidak
619;Amoxicillin;Antipiretik;Kapsul;Tradisional;10 mg;10000;2025-07-29;500;20;7;100;Ya
620;Ibuprofen;Antiinflamasi;Injeksi;Resep;250 mg;15000;2026-07-13;50;30;7;500;Tidak
621;Omeprazole;Antibiotik;Salep;Bebas;50 mg;25000;2025-07-12;300;20;7;500;Tidak
622;Amlodipine;Antihipertensi;Kapsul;Herbal;250 mg;10000;2026-02-19;100;10;15;300;Tidak
623;Atorvastatin;Antiinflamasi;Salep;Herbal;500 mg;5000;2026-02-16;200;5;30;20;Ya
624;Paracetamol;Antiinflamasi;Kapsul;Bebas;5 mg;20000;2025-05-07;50;10;7;10;Ya
625;Paracetamol;Antibiotik;Tablet;Resep;250 mg;5000;2026-06-07;200;20;30;20;Ya
626;Simvastatin;Antipiretik;Sirup;Tradisional;50 mg;25000;2026-07-08;100;10;45;100;Tidak
627;Ciprofloxacin;Antibiotik;Salep;Bebas;50 mg;20000;2025-03-01;200;15;7;30;Ya
628;Amlodipine;Antiinflamasi;Kapsul;Resep;250 mg;20000;2024-12-09;500;5;45;20;Ya
629;Metformin;Antihipertensi;Salep;Resep;100 mg;10000;2024-08-29;50;30;15;500;Tidak
630;Amoxicillin;Antipiretik;Injeksi;Tradisional;10 mg;25000;2026-05-07;30;5;7;300;Ya
631;Simvastatin;Antipiretik;Tablet;Tradisional;250 mg;25000;2025-03-10;300;20;30;30;Ya
632;Lisinopril;Antihipertensi;Salep;Tradisional;250 mg;5000;2026-04-04;30;10;30;300;Ya
633;Amoxicillin;Antipiretik;Tablet;Bebas;100 mg;10000;2025-10-30;50;5;7;20;Tidak
634;Ciprofloxacin;Antiinflamasi;Salep;Resep;5 mg;5000;2026-06-10;30;30;15;200;Ya
635;Simvastatin;Analgesik;Kapsul;Tradisional;100 mg;5000;2025-12-13;200;20;45;30;Tidak
636;Metformin;Analgesik;Salep;Bebas;50 mg;10000;2025-09-16;300;20;45;30;Ya
637;Simvastatin;Antiinflamasi;Kapsul;Resep;500 mg;25000;2025-02-21;200;50;7;300;Ya
638;Metformin;Antibiotik;Kapsul;Herbal;500 mg;20000;2026-02-01;30;50;7;200;Tidak
639;Simvastatin;Antihipertensi;Tablet;Tradisional;500 mg;15000;2025-08-12;200;50;15;10;Ya
640;Amlodipine;Antibiotik;Injeksi;Bebas;250 mg;20000;2025-06-13;500;30;45;50;Ya
641;Lisinopril;Antihipertensi;Kapsul;Tradisional;500 mg;10000;2026-04-11;30;5;45;200;Ya
642;Metformin;Analgesik;Kapsul;Bebas;100 mg;20000;2024-11-04;50;10;30;200;Ya
643;Ibuprofen;Antipiretik;Tablet;Tradisional;10 mg;5000;2024-09-24;30;20;15;500;Tidak
644;Simvastatin;Antibiotik;Injeksi;Resep;100 mg;15000;2026-02-06;200;5;30;500;Tidak
645;Ibuprofen;Antipiretik;Salep;Tradisional;500 mg;10000;2024-11-21;100;15;45;200;Ya
646;Amlodipine;Antihipertensi;Kapsul;Resep;50 mg;25000;2025-10-27;10;10;30;100;Tidak
647;Ciprofloxacin;Antihipertensi;Salep;Resep;10 mg;25000;2025-10-04;30;30;15;100;Ya
648;Amlodipine;Antiinflamasi;Injeksi;Resep;5 mg;15000;2026-07-13;20;15;45;500;Tidak
649;Omeprazole;Analgesik;Sirup;Herbal;100 mg;10000;2026-07-10;10;30;15;20;Tidak
650;Ibuprofen;Analgesik;Tablet;Bebas;100 mg;20000;2026-06-27;30;15;45;10;Tidak
651;Lisinopril;Antiinflamasi;Injeksi;Resep;50 mg;10000;2025-01-06;100;30;30;30;Tidak
652;Atorvastatin;Antiinflamasi;Sirup;Bebas;50 mg;5000;2024-10-31;50;15;15;300;Ya
653;Paracetamol;Antibiotik;Sirup;Herbal;100 mg;5000;2026-01-07;100;10;45;200;Tidak
654;Metformin;Antibiotik;Injeksi;Herbal;250 mg;25000;2025-04-18;200;30;45;10;Tidak
655;Lisinopril;Antiinflamasi;Tablet;Herbal;250 mg;15000;2026-01-04;500;15;30;100;Ya
656;Ibuprofen;Analgesik;Sirup;Resep;5 mg;25000;2026-07-14;30;30;45;10;Ya
657;Amlodipine;Analgesik;Salep;Bebas;50 mg;15000;2026-01-07;20;15;30;20;Ya
658;Omeprazole;Analgesik;Salep;Tradisional;5 mg;25000;2024-07-28;200;30;7;50;Tidak
659;Omeprazole;Antiinflamasi;Tablet;Bebas;50 mg;10000;2025-10-16;500;50;30;300;Tidak
660;Simvastatin;Antipiretik;Sirup;Herbal;10 mg;15000;2025-08-19;50;20;30;50;Tidak
661;Omeprazole;Antiinflamasi;Sirup;Bebas;100 mg;15000;2026-04-17;10;20;45;200;Tidak
662;Amoxicillin;Antiinflamasi;Kapsul;Resep;100 mg;15000;2025-01-29;500;5;15;10;Tidak
663;Lisinopril;Antipiretik;Kapsul;Herbal;100 mg;20000;2025-02-25;100;15;30;300;Ya
664;Metformin;Antiinflamasi;Sirup;Herbal;100 mg;25000;2026-05-15;300;20;30;500;Tidak
665;Lisinopril;Antihipertensi;Kapsul;Herbal;10 mg;20000;2026-05-07;10;15;7;20;Tidak
666;Simvastatin;Antibiotik;Sirup;Resep;10 mg;10000;2025-05-17;300;10;7;100;Tidak
667;Ciprofloxacin;Antihipertensi;Tablet;Resep;100 mg;10000;2024-09-27;300;5;7;300;Tidak
668;Amlodipine;Analgesik;Injeksi;Resep;100 mg;10000;2024-10-23;50;20;45;50;Tidak
669;Lisinopril;Antipiretik;Salep;Herbal;10 mg;25000;2025-03-03;30;20;45;300;Ya
670;Atorvastatin;Antipiretik;Sirup;Bebas;50 mg;25000;2025-07-09;30;20;45;100;Tidak
671;Metformin;Analgesik;Injeksi;Herbal;100 mg;5000;2025-12-29;20;5;15;100;Ya
672;Paracetamol;Antibiotik;Salep;Tradisional;5 mg;15000;2025-10-06;20;10;7;10;Tidak
673;Metformin;Antihipertensi;Kapsul;Resep;50 mg;20000;2024-09-14;30;5;15;500;Ya
674;Atorvastatin;Antibiotik;Salep;Bebas;500 mg;5000;2026-07-07;10;10;15;100;Ya
675;Lisinopril;Antihipertensi;Injeksi;Resep;250 mg;25000;2025-03-30;20;5;30;10;Tidak
676;Simvastatin;Antipiretik;Sirup;Tradisional;50 mg;15000;2025-11-11;10;30;30;10;Tidak
677;Paracetamol;Analgesik;Kapsul;Herbal;5 mg;10000;2024-10-29;300;20;7;10;Ya
678;Ibuprofen;Antihipertensi;Tablet;Tradisional;50 mg;20000;2026-06-30;300;50;15;10;Ya
679;Metformin;Antibiotik;Kapsul;Resep;500 mg;20000;2026-02-24;500;50;15;50;Ya
680;Metformin;Antibiotik;Kapsul;Bebas;500 mg;20000;2025-04-12;30;5;45;50;Tidak
681;Ciprofloxacin;Antibiotik;Salep;Herbal;5 mg;25000;2025-11-23;50;10;45;500;Tidak
682;Lisinopril;Antiinflamasi;Kapsul;Bebas;50 mg;15000;2025-10-07;500;50;7;20;Tidak
683;Metformin;Antipiretik;Kapsul;Tradisional;10 mg;20000;2024-11-26;10;20;30;20;Ya
684;Simvastatin;Antibiotik;Sirup;Herbal;250 mg;10000;2025-02-27;10;20;45;20;Ya
685;Simvastatin;Antihipertensi;Salep;Herbal;250 mg;25000;2025-06-03;30;5;30;500;Tidak
686;Simvastatin;Antibiotik;Sirup;Bebas;5 mg;5000;2025-03-25;500;10;45;200;Ya
687;Amoxicillin;Antiinflamasi;Injeksi;Tradisional;500 mg;5000;2024-08-21;300;15;15;10;Tidak
688;Omeprazole;Antiinflamasi;Injeksi;Tradisional;50 mg;20000;2025-07-05;300;10;30;500;Ya
689;Omeprazole;Antipiretik;Kapsul;Bebas;5 mg;5000;2025-01-23;30;30;45;200;Tidak
690;Lisinopril;Analgesik;Salep;Resep;10 mg;5000;2024-08-26;20;10;7;50;Ya
691;Atorvastatin;Antibiotik;Kapsul;Tradisional;50 mg;5000;2026-01-30;20;30;15;300;Ya
692;Amlodipine;Analgesik;Injeksi;Bebas;50 mg;5000;2025-01-15;20;30;7;200;Tidak
693;Amlodipine;Antibiotik;Tablet;Tradisional;250 mg;20000;2025-12-26;50;10;15;30;Tidak
694;Simvastatin;Antibiotik;Sirup;Tradisional;50 mg;25000;2025-11-28;100;20;7;100;Ya
695;Simvastatin;Antihipertensi;Sirup;Herbal;100 mg;10000;2025-12-21;200;20;30;20;Tidak
696;Ibuprofen;Antiinflamasi;Tablet;Resep;50 mg;5000;2024-10-09;20;30;15;10;Tidak
697;Lisinopril;Antiinflamasi;Salep;Bebas;5 mg;10000;2025-09-26;300;50;45;50;Tidak
698;Simvastatin;Antipiretik;Sirup;Bebas;500 mg;15000;2025-07-05;50;50;15;20;Ya
699;Omeprazole;Antibiotik;Sirup;Herbal;100 mg;15000;2026-07-16;500;5;30;200;Tidak
700;Ciprofloxacin;Antiinflamasi;Sirup;Herbal;100 mg;15000;2025-12-08;30;50;7;10;Ya
701;Ciprofloxacin;Antihipertensi;Sirup;Tradisional;10 mg;10000;2024-10-01;20;20;30;30;Ya
702;Metformin;Antipiretik;Tablet;Bebas;5 mg;5000;2025-03-14;300;20;45;10;Tidak
703;Simvastatin;Antiinflamasi;Sirup;Bebas;50 mg;25000;2026-01-20;500;15;45;100;Ya
704;Atorvastatin;Antipiretik;Tablet;Herbal;5 mg;20000;2024-10-27;10;10;45;100;Ya
705;Amlodipine;Antiinflamasi;Sirup;Herbal;500 mg;10000;2025-01-31;50;15;15;10;Ya
706;Metformin;Antibiotik;Tablet;Tradisional;500 mg;25000;2025-04-26;10;10;15;10;Tidak
707;Omeprazole;Antipiretik;Salep;Tradisional;50 mg;15000;2025-02-06;100;5;15;50;Ya
708;Simvastatin;Analgesik;Salep;Tradisional;10 mg;25000;2025-07-26;200;10;7;50;Ya
709;Omeprazole;Antiinflamasi;Tablet;Resep;100 mg;10000;2026-06-26;10;10;30;500;Tidak
710;Omeprazole;Analgesik;Kapsul;Herbal;250 mg;15000;2025-04-07;300;10;7;30;Tidak
711;Lisinopril;Antiinflamasi;Salep;Resep;5 mg;15000;2026-05-23;50;20;45;10;Tidak
712;Ibuprofen;Analgesik;Kapsul;Tradisional;100 mg;15000;2025-11-02;300;10;7;20;Tidak
713;Atorvastatin;Antipiretik;Injeksi;Resep;250 mg;10000;2024-09-30;20;50;15;500;Ya
714;Metformin;Antihipertensi;Sirup;Resep;500 mg;5000;2026-06-20;20;15;30;10;Ya
715;Lisinopril;Antipiretik;Kapsul;Herbal;100 mg;5000;2025-08-30;200;10;30;200;Ya
716;Omeprazole;Antibiotik;Injeksi;Herbal;100 mg;10000;2025-06-06;10;5;15;50;Tidak
717;Atorvastatin;Antihipertensi;Injeksi;Tradisional;10 mg;5000;2026-04-03;200;5;30;50;Ya
718;Lisinopril;Antipiretik;Sirup;Bebas;100 mg;25000;2025-08-16;20;15;7;200;Ya
719;Amoxicillin;Antipiretik;Kapsul;Tradisional;100 mg;25000;2025-04-30;200;30;30;100;Ya
720;Amoxicillin;Antihipertensi;Sirup;Tradisional;500 mg;15000;2025-10-26;500;5;15;20;Tidak
721;Ibuprofen;Antihipertensi;Salep;Bebas;500 mg;25000;2026-05-30;10;15;15;30;Tidak
722;Amlodipine;Antibiotik;Injeksi;Herbal;500 mg;5000;2025-04-14;10;30;15;100;Ya
723;Paracetamol;Antibiotik;Sirup;Bebas;50 mg;25000;2026-05-04;300;30;45;10;Ya
724;Lisinopril;Antiinflamasi;Salep;Bebas;10 mg;15000;2024-09-05;100;50;7;10;Tidak
725;Metformin;Antipiretik;Sirup;Herbal;500 mg;15000;2025-06-16;30;5;30;20;Ya
726;Atorvastatin;Analgesik;Salep;Herbal;250 mg;5000;2025-11-15;100;5;45;50;Tidak
727;Ibuprofen;Antiinflamasi;Salep;Herbal;5 mg;25000;2024-09-18;300;50;15;30;Ya
728;Simvastatin;Antiinflamasi;Tablet;Resep;500 mg;25000;2025-03-11;300;15;15;30;Tidak
729;Atorvastatin;Antipiretik;Kapsul;Herbal;5 mg;5000;2025-12-18;20;5;15;20;Ya
730;Ibuprofen;Antiinflamasi;Tablet;Tradisional;5 mg;10000;2024-10-20;30;15;15;20;Ya
731;Atorvastatin;Antibiotik;Sirup;Herbal;50 mg;5000;2026-06-13;500;10;7;500;Tidak
732;Atorvastatin;Analgesik;Sirup;Bebas;100 mg;25000;2025-11-09;500;50;45;500;Ya
733;Omeprazole;Antipiretik;Sirup;Bebas;500 mg;25000;2025-06-10;10;5;7;50;Ya
734;Ciprofloxacin;Antiinflamasi;Tablet;Bebas;250 mg;15000;2025-11-21;50;5;30;100;Ya
735;Simvastatin;Analgesik;Salep;Tradisional;5 mg;25000;2024-08-03;30;20;7;10;Ya
736;Amlodipine;Antiinflamasi;Injeksi;Herbal;50 mg;15000;2026-05-30;500;5;30;50;Tidak
737;Lisinopril;Antiinflamasi;Kapsul;Herbal;100 mg;5000;2026-04-25;50;5;7;500;Tidak
738;Ibuprofen;Antipiretik;Sirup;Bebas;10 mg;15000;2025-08-17;50;20;45;30;Tidak
739;Amoxicillin;Antiinflamasi;Tablet;Herbal;100 mg;5000;2025-11-26;500;15;15;300;Ya
740;Amoxicillin;Antihipertensi;Injeksi;Tradisional;500 mg;5000;2025-02-23;30;5;7;200;Tidak
741;Amlodipine;Analgesik;Kapsul;Bebas;5 mg;5000;2024-11-02;200;20;45;200;Tidak
742;Simvastatin;Antiinflamasi;Salep;Bebas;100 mg;20000;2025-05-30;20;10;30;10;Tidak
743;Lisinopril;Antiinflamasi;Injeksi;Bebas;500 mg;15000;2025-01-08;50;50;7;50;Tidak
744;Lisinopril;Analgesik;Salep;Bebas;50 mg;15000;2025-09-25;500;50;30;30;Tidak
745;Omeprazole;Antibiotik;Injeksi;Tradisional;250 mg;5000;2026-04-18;30;15;45;10;Tidak
746;Omeprazole;Antihipertensi;Tablet;Bebas;10 mg;20000;2025-10-16;200;50;15;500;Ya
747;Omeprazole;Analgesik;Tablet;Resep;100 mg;15000;2024-07-18;30;10;30;500;Tidak
748;Ciprofloxacin;Analgesik;Injeksi;Tradisional;5 mg;25000;2025-09-03;100;20;15;30;Ya
749;Simvastatin;Antipiretik;Kapsul;Bebas;100 mg;5000;2024-11-26;300;5;30;300;Ya
750;Paracetamol;Antibiotik;Injeksi;Resep;250 mg;10000;2025-09-04;50;20;7;20;Tidak
751;Metformin;Antiinflamasi;Kapsul;Bebas;10 mg;10000;2025-05-17;10;30;30;10;Tidak
752;Simvastatin;Antibiotik;Tablet;Resep;50 mg;10000;2025-03-19;50;5;15;100;Ya
753;Ciprofloxacin;Antibiotik;Injeksi;Bebas;50 mg;10000;2025-06-12;300;30;30;100;Ya
754;Paracetamol;Analgesik;Salep;Bebas;10 mg;15000;2024-12-06;20;50;7;300;Ya
755;Amlodipine;Analgesik;Injeksi;Resep;250 mg;20000;2025-04-18;30;10;15;100;Tidak
756;Amoxicillin;Antibiotik;Kapsul;Resep;100 mg;25000;2026-05-27;20;50;7;20;Tidak
757;Amlodipine;Analgesik;Injeksi;Herbal;5 mg;20000;2026-06-14;200;10;30;30;Tidak
758;Metformin;Antibiotik;Salep;Tradisional;100 mg;10000;2026-03-14;100;15;45;500;Ya
759;Ciprofloxacin;Antiinflamasi;Injeksi;Bebas;100 mg;15000;2026-07-09;300;15;45;500;Tidak
760;Amlodipine;Antihipertensi;Salep;Herbal;100 mg;25000;2025-09-05;30;50;30;500;Ya
761;Simvastatin;Antiinflamasi;Salep;Resep;500 mg;5000;2024-09-03;30;50;45;10;Tidak
762;Atorvastatin;Antiinflamasi;Injeksi;Resep;50 mg;15000;2026-04-02;100;20;7;100;Ya
763;Lisinopril;Antibiotik;Tablet;Resep;100 mg;5000;2025-02-12;10;10;45;20;Ya
764;Atorvastatin;Analgesik;Kapsul;Resep;5 mg;25000;2024-10-04;30;15;45;20;Tidak
